Date,Location,Temp_C
1819-08-01,Chicago,21.606
1819-09-01,Chicago,18.827
1819-10-01,Chicago,11.741
1819-11-01,Chicago,6.138999999999999
1819-12-01,Chicago,0.0219999999999998
1820-01-01,Chicago,-4.971
1820-02-01,Chicago,1.403
1820-03-01,Chicago,1.454
1820-04-01,Chicago,8.51
1820-05-01,Chicago,10.867
1820-06-01,Chicago,17.407
1820-07-01,Chicago,20.861
1820-08-01,Chicago,20.885
1820-09-01,Chicago,18.138
1820-10-01,Chicago,11.048
1820-11-01,Chicago,4.66
1820-12-01,Chicago,-2.024
1821-01-01,Chicago,-3.907
1821-02-01,Chicago,-0.095
1821-03-01,Chicago,1.719
1821-04-01,Chicago,3.967
1821-05-01,Chicago,10.648
1821-06-01,Chicago,18.487
1821-07-01,Chicago,20.042
1821-08-01,Chicago,23.793000000000003
1821-09-01,Chicago,17.968
1821-10-01,Chicago,12.111
1821-11-01,Chicago,5.757000000000001
1821-12-01,Chicago,-1.5019999999999998
1822-01-01,Chicago,-1.909
1822-02-01,Chicago,0.367
1822-03-01,Chicago,5.824
1822-04-01,Chicago,6.166
1822-05-01,Chicago,12.265999999999998
1822-06-01,Chicago,17.528
1822-07-01,Chicago,22.483
1822-08-01,Chicago,22.671
1822-09-01,Chicago,18.45
1822-10-01,Chicago,10.896999999999998
1822-11-01,Chicago,6.297000000000001
1822-12-01,Chicago,-2.612
1823-01-01,Chicago,-0.2169999999999998
1823-02-01,Chicago,-4.565
1823-03-01,Chicago,2.524
1823-04-01,Chicago,7.735
1823-05-01,Chicago,10.68
1823-06-01,Chicago,17.947
1823-07-01,Chicago,22.359
1823-08-01,Chicago,22.746
1823-09-01,Chicago,16.637999999999998
1823-10-01,Chicago,11.029000000000002
1823-11-01,Chicago,4.819
1823-12-01,Chicago,0.0150000000000001
1824-01-01,Chicago,1.484
1824-02-01,Chicago,-1.64
1824-03-01,Chicago,1.1909999999999998
1824-04-01,Chicago,5.678000000000001
1824-05-01,Chicago,10.457999999999998
1824-06-01,Chicago,16.730999999999998
1824-07-01,Chicago,21.825
1824-08-01,Chicago,21.877
1824-09-01,Chicago,18.256
1824-10-01,Chicago,10.62
1824-11-01,Chicago,5.430999999999999
1824-12-01,Chicago,2.94
1825-01-01,Chicago,0.1060000000000001
1825-02-01,Chicago,2.457
1825-03-01,Chicago,5.7
1825-04-01,Chicago,9.005
1825-05-01,Chicago,11.58
1825-06-01,Chicago,18.213
1825-07-01,Chicago,23.267
1825-08-01,Chicago,22.9
1825-09-01,Chicago,18.861
1825-10-01,Chicago,11.800999999999998
1825-11-01,Chicago,5.912000000000001
1825-12-01,Chicago,0.657
1826-01-01,Chicago,-0.3989999999999999
1826-02-01,Chicago,0.013
1826-03-01,Chicago,3.3510000000000004
1826-04-01,Chicago,5.779
1826-05-01,Chicago,14.433
1826-06-01,Chicago,17.749000000000002
1826-07-01,Chicago,21.351
1826-08-01,Chicago,21.626
1826-09-01,Chicago,17.088
1826-10-01,Chicago,12.349
1826-11-01,Chicago,6.981999999999998
1826-12-01,Chicago,1.9
1827-01-01,Chicago,0.2390000000000001
1827-02-01,Chicago,3.604
1827-03-01,Chicago,4.039
1827-04-01,Chicago,8.011000000000001
1827-05-01,Chicago,12.046
1827-06-01,Chicago,17.19
1827-07-01,Chicago,21.836
1827-08-01,Chicago,22.451
1827-09-01,Chicago,18.35
1827-10-01,Chicago,12.491
1827-11-01,Chicago,5.948
1827-12-01,Chicago,0.75
1828-01-01,Chicago,0.5030000000000001
1828-02-01,Chicago,2.1180000000000003
1828-03-01,Chicago,4.753
1828-04-01,Chicago,5.7280000000000015
1828-05-01,Chicago,11.796
1828-06-01,Chicago,19.391
1828-07-01,Chicago,21.925
1828-08-01,Chicago,23.354
1828-09-01,Chicago,17.057000000000002
1828-10-01,Chicago,12.352
1828-11-01,Chicago,8.033999999999999
1828-12-01,Chicago,5.001
1829-01-01,Chicago,0.5860000000000001
1829-02-01,Chicago,-4.908
1829-03-01,Chicago,1.621
1829-04-01,Chicago,6.747000000000001
1829-05-01,Chicago,13.888
1829-06-01,Chicago,18.431
1829-07-01,Chicago,21.428
1829-08-01,Chicago,22.914
1829-09-01,Chicago,16.689
1829-10-01,Chicago,12.934
1829-11-01,Chicago,4.44
1829-12-01,Chicago,4.537
1830-01-01,Chicago,-0.2779999999999998
1830-02-01,Chicago,2.0330000000000004
1830-03-01,Chicago,4.638
1830-04-01,Chicago,9.271
1830-05-01,Chicago,10.413
1830-06-01,Chicago,16.028
1830-07-01,Chicago,24.143
1830-08-01,Chicago,22.527
1830-09-01,Chicago,17.334
1830-10-01,Chicago,14.505
1830-11-01,Chicago,11.085
1830-12-01,Chicago,1.561
1831-01-01,Chicago,-2.854
1831-02-01,Chicago,-1.939
1831-03-01,Chicago,4.658
1831-04-01,Chicago,6.567
1831-05-01,Chicago,11.236
1831-06-01,Chicago,17.52
1831-07-01,Chicago,21.214
1831-08-01,Chicago,22.467
1831-09-01,Chicago,16.549
1831-10-01,Chicago,12.272
1831-11-01,Chicago,5.641
1831-12-01,Chicago,-5.081
1832-01-01,Chicago,0.536
1832-02-01,Chicago,-2.447
1832-03-01,Chicago,5.487
1832-04-01,Chicago,7.92
1832-05-01,Chicago,10.138
1832-06-01,Chicago,17.722
1832-07-01,Chicago,21.893
1832-08-01,Chicago,20.968000000000004
1832-09-01,Chicago,17.932000000000002
1832-10-01,Chicago,13.095
1832-11-01,Chicago,6.912000000000001
1832-12-01,Chicago,3.854
1833-01-01,Chicago,2.7419999999999995
1833-02-01,Chicago,1.0179999999999998
1833-03-01,Chicago,3.859
1833-04-01,Chicago,9.031
1833-05-01,Chicago,12.714
1833-06-01,Chicago,15.415
1833-07-01,Chicago,21.501
1833-08-01,Chicago,21.84
1833-09-01,Chicago,18.395
1833-10-01,Chicago,10.572
1833-11-01,Chicago,7.478
1833-12-01,Chicago,3.785
1834-01-01,Chicago,-1.741
1834-02-01,Chicago,4.952
1834-03-01,Chicago,4.238
1834-04-01,Chicago,9.039
1834-05-01,Chicago,12.0
1834-06-01,Chicago,16.302
1834-07-01,Chicago,23.533
1834-08-01,Chicago,23.541
1834-09-01,Chicago,17.561
1834-10-01,Chicago,11.63
1834-11-01,Chicago,7.989999999999998
1834-12-01,Chicago,1.977
1835-01-01,Chicago,2.472
1835-02-01,Chicago,-5.106999999999998
1835-03-01,Chicago,3.398
1835-04-01,Chicago,5.982
1835-05-01,Chicago,12.757
1835-06-01,Chicago,17.213
1835-07-01,Chicago,21.466
1835-08-01,Chicago,21.187
1835-09-01,Chicago,15.411
1835-10-01,Chicago,12.494000000000002
1835-11-01,Chicago,5.2410000000000005
1835-12-01,Chicago,0.7290000000000001
1836-01-01,Chicago,-0.8429999999999999
1836-02-01,Chicago,-2.13
1836-03-01,Chicago,-1.064
1836-04-01,Chicago,6.674
1836-05-01,Chicago,13.122
1836-06-01,Chicago,16.811
1836-07-01,Chicago,21.49
1836-08-01,Chicago,20.028
1836-09-01,Chicago,17.553
1836-10-01,Chicago,7.702000000000001
1836-11-01,Chicago,5.1
1836-12-01,Chicago,-0.3149999999999999
1837-01-01,Chicago,-1.399
1837-02-01,Chicago,1.998
1837-03-01,Chicago,0.8479999999999999
1837-04-01,Chicago,3.5610000000000013
1837-05-01,Chicago,9.921
1837-06-01,Chicago,15.782
1837-07-01,Chicago,21.552
1837-08-01,Chicago,21.411
1837-09-01,Chicago,17.381
1837-10-01,Chicago,11.723
1837-11-01,Chicago,8.73
1837-12-01,Chicago,1.508
1838-01-01,Chicago,1.2710000000000004
1838-02-01,Chicago,-6.524
1838-03-01,Chicago,5.843
1838-04-01,Chicago,4.989
1838-05-01,Chicago,8.459999999999999
1838-06-01,Chicago,18.286
1838-07-01,Chicago,23.706
1838-08-01,Chicago,23.374
1838-09-01,Chicago,18.12
1838-10-01,Chicago,9.15
1838-11-01,Chicago,1.665
1838-12-01,Chicago,-2.604
1839-01-01,Chicago,2.1810000000000005
1839-02-01,Chicago,2.9250000000000003
1839-03-01,Chicago,3.089
1839-04-01,Chicago,11.092
1839-05-01,Chicago,11.869000000000002
1839-06-01,Chicago,15.446
1839-07-01,Chicago,21.775
1839-08-01,Chicago,22.343000000000004
1839-09-01,Chicago,15.758
1839-10-01,Chicago,15.134
1839-11-01,Chicago,4.031000000000001
1839-12-01,Chicago,1.206
1840-01-01,Chicago,-2.688
1840-02-01,Chicago,3.179
1840-03-01,Chicago,4.997
1840-04-01,Chicago,8.755
1840-05-01,Chicago,13.317
1840-06-01,Chicago,18.284
1840-07-01,Chicago,21.559
1840-08-01,Chicago,21.585
1840-09-01,Chicago,16.285
1840-10-01,Chicago,11.07
1840-11-01,Chicago,5.783
1840-12-01,Chicago,0.7759999999999999
1841-01-01,Chicago,-0.8559999999999999
1841-02-01,Chicago,-0.526
1841-03-01,Chicago,3.303
1841-04-01,Chicago,5.15
1841-05-01,Chicago,11.53
1841-06-01,Chicago,18.261
1841-07-01,Chicago,21.916
1841-08-01,Chicago,21.68
1841-09-01,Chicago,17.894000000000002
1841-10-01,Chicago,10.585
1841-11-01,Chicago,6.683999999999998
1841-12-01,Chicago,2.346
1842-01-01,Chicago,2.023
1842-02-01,Chicago,1.358
1842-03-01,Chicago,8.100999999999999
1842-04-01,Chicago,9.879
1842-05-01,Chicago,10.747
1842-06-01,Chicago,15.552
1842-07-01,Chicago,20.582
1842-08-01,Chicago,20.787
1842-09-01,Chicago,18.451
1842-10-01,Chicago,12.69
1842-11-01,Chicago,2.943
1842-12-01,Chicago,0.713
1843-01-01,Chicago,2.113
1843-02-01,Chicago,-5.933
1843-03-01,Chicago,-2.574
1843-04-01,Chicago,6.058000000000002
1843-05-01,Chicago,10.196
1843-06-01,Chicago,15.988
1843-07-01,Chicago,21.883000000000003
1843-08-01,Chicago,22.157
1843-09-01,Chicago,19.669
1843-10-01,Chicago,8.09
1843-11-01,Chicago,4.414999999999999
1843-12-01,Chicago,3.333
1844-01-01,Chicago,-1.21
1844-02-01,Chicago,2.03
1844-03-01,Chicago,3.896
1844-04-01,Chicago,11.933
1844-05-01,Chicago,11.864
1844-06-01,Chicago,16.737000000000002
1844-07-01,Chicago,22.036
1844-08-01,Chicago,21.017
1844-09-01,Chicago,17.41
1844-10-01,Chicago,9.8
1844-11-01,Chicago,5.858
1844-12-01,Chicago,2.032
1845-01-01,Chicago,2.95
1845-02-01,Chicago,3.2710000000000004
1845-03-01,Chicago,5.276
1845-04-01,Chicago,8.991
1845-05-01,Chicago,10.588
1845-06-01,Chicago,17.072
1845-07-01,Chicago,22.181
1845-08-01,Chicago,23.269
1845-09-01,Chicago,18.576
1845-10-01,Chicago,11.392
1845-11-01,Chicago,5.731999999999998
1845-12-01,Chicago,-2.087
1846-01-01,Chicago,3.788
1846-02-01,Chicago,-0.6920000000000001
1846-03-01,Chicago,5.178
1846-04-01,Chicago,8.605
1846-05-01,Chicago,13.39
1846-06-01,Chicago,16.226
1846-07-01,Chicago,23.048
1846-08-01,Chicago,23.824
1846-09-01,Chicago,20.31
1846-10-01,Chicago,11.357
1846-11-01,Chicago,7.637
1846-12-01,Chicago,2.841
1847-01-01,Chicago,-3.175
1847-02-01,Chicago,0.233
1847-03-01,Chicago,0.4729999999999999
1847-04-01,Chicago,6.6930000000000005
1847-05-01,Chicago,10.138
1847-06-01,Chicago,16.012999999999998
1847-07-01,Chicago,22.557
1847-08-01,Chicago,21.096
1847-09-01,Chicago,17.864
1847-10-01,Chicago,11.361
1847-11-01,Chicago,6.627999999999999
1847-12-01,Chicago,0.8540000000000001
1848-01-01,Chicago,2.196
1848-02-01,Chicago,2.332
1848-03-01,Chicago,2.602
1848-04-01,Chicago,7.03
1848-05-01,Chicago,12.995
1848-06-01,Chicago,17.303
1848-07-01,Chicago,20.311
1848-08-01,Chicago,21.81900000000001
1848-09-01,Chicago,15.623
1848-10-01,Chicago,11.559
1848-11-01,Chicago,3.3639999999999994
1848-12-01,Chicago,0.1159999999999998
1849-01-01,Chicago,-3.198
1849-02-01,Chicago,-2.306
1849-03-01,Chicago,4.394
1849-04-01,Chicago,5.351000000000001
1849-05-01,Chicago,10.572
1849-06-01,Chicago,17.907
1849-07-01,Chicago,21.267
1849-08-01,Chicago,21.061
1849-09-01,Chicago,17.732
1849-10-01,Chicago,10.601
1849-11-01,Chicago,10.438
1849-12-01,Chicago,-1.7200000000000002
1850-01-01,Chicago,1.3810000000000002
1850-02-01,Chicago,0.914
1850-03-01,Chicago,1.666
1850-04-01,Chicago,3.4800000000000004
1850-05-01,Chicago,9.605
1850-06-01,Chicago,18.758
1850-07-01,Chicago,23.415
1850-08-01,Chicago,23.374
1850-09-01,Chicago,17.936
1850-10-01,Chicago,11.675
1850-11-01,Chicago,7.627999999999999
1850-12-01,Chicago,-1.161
1851-01-01,Chicago,1.5830000000000002
1851-02-01,Chicago,3.228
1851-03-01,Chicago,6.023
1851-04-01,Chicago,6.312
1851-05-01,Chicago,11.425999999999998
1851-06-01,Chicago,16.437
1851-07-01,Chicago,21.553
1851-08-01,Chicago,21.184
1851-09-01,Chicago,19.663
1851-10-01,Chicago,11.469
1851-11-01,Chicago,4.317
1851-12-01,Chicago,-1.168
1852-01-01,Chicago,-1.726
1852-02-01,Chicago,1.5930000000000002
1852-03-01,Chicago,2.501
1852-04-01,Chicago,4.4060000000000015
1852-05-01,Chicago,12.008
1852-06-01,Chicago,17.278
1852-07-01,Chicago,22.359
1852-08-01,Chicago,22.384
1852-09-01,Chicago,17.208
1852-10-01,Chicago,14.001
1852-11-01,Chicago,4.081999999999999
1852-12-01,Chicago,1.753
1853-01-01,Chicago,2.024
1853-02-01,Chicago,-0.428
1853-03-01,Chicago,3.034
1853-04-01,Chicago,7.294
1853-05-01,Chicago,10.918
1853-06-01,Chicago,18.712
1853-07-01,Chicago,20.504
1853-08-01,Chicago,22.672
1853-09-01,Chicago,18.947
1853-10-01,Chicago,10.118
1853-11-01,Chicago,7.311
1853-12-01,Chicago,1.354
1854-01-01,Chicago,-2.519
1854-02-01,Chicago,1.152
1854-03-01,Chicago,4.5440000000000005
1854-04-01,Chicago,7.343999999999999
1854-05-01,Chicago,11.983
1854-06-01,Chicago,18.253
1854-07-01,Chicago,23.832
1854-08-01,Chicago,23.883000000000006
1854-09-01,Chicago,20.833
1854-10-01,Chicago,14.563
1854-11-01,Chicago,6.282
1854-12-01,Chicago,1.381
1855-01-01,Chicago,0.5990000000000002
1855-02-01,Chicago,-4.263999999999999
1855-03-01,Chicago,1.233
1855-04-01,Chicago,9.458
1855-05-01,Chicago,12.723
1855-06-01,Chicago,16.279
1855-07-01,Chicago,21.951
1855-08-01,Chicago,21.644
1855-09-01,Chicago,19.742
1855-10-01,Chicago,10.102
1855-11-01,Chicago,7.250999999999999
1855-12-01,Chicago,-0.1569999999999998
1856-01-01,Chicago,-6.472
1856-02-01,Chicago,-4.101999999999999
1856-03-01,Chicago,-1.229
1856-04-01,Chicago,8.611
1856-05-01,Chicago,11.324000000000002
1856-06-01,Chicago,19.876
1856-07-01,Chicago,22.832
1856-08-01,Chicago,20.771
1856-09-01,Chicago,17.389
1856-10-01,Chicago,12.414
1856-11-01,Chicago,5.316999999999998
1856-12-01,Chicago,-2.8030000000000004
1857-01-01,Chicago,-7.568
1857-02-01,Chicago,2.2790000000000004
1857-03-01,Chicago,0.6200000000000001
1857-04-01,Chicago,1.5370000000000008
1857-05-01,Chicago,9.435
1857-06-01,Chicago,16.307000000000002
1857-07-01,Chicago,22.33
1857-08-01,Chicago,21.421
1857-09-01,Chicago,19.038
1857-10-01,Chicago,11.215
1857-11-01,Chicago,3.718
1857-12-01,Chicago,4.773
1858-01-01,Chicago,4.853999999999999
1858-02-01,Chicago,-3.394
1858-03-01,Chicago,4.6690000000000005
1858-04-01,Chicago,6.8870000000000005
1858-05-01,Chicago,10.263
1858-06-01,Chicago,19.513
1858-07-01,Chicago,22.376
1858-08-01,Chicago,22.39
1858-09-01,Chicago,18.705
1858-10-01,Chicago,12.909
1858-11-01,Chicago,4.797
1858-12-01,Chicago,2.367
1859-01-01,Chicago,0.5430000000000001
1859-02-01,Chicago,1.374
1859-03-01,Chicago,6.035
1859-04-01,Chicago,4.8660000000000005
1859-05-01,Chicago,12.989999999999998
1859-06-01,Chicago,15.495
1859-07-01,Chicago,22.206
1859-08-01,Chicago,22.145
1859-09-01,Chicago,17.123
1859-10-01,Chicago,10.278
1859-11-01,Chicago,7.507000000000001
1859-12-01,Chicago,-3.403
1860-01-01,Chicago,-0.2229999999999998
1860-02-01,Chicago,0.5850000000000001
1860-03-01,Chicago,6.017
1860-04-01,Chicago,6.5950000000000015
1860-05-01,Chicago,12.996
1860-06-01,Chicago,16.933
1860-07-01,Chicago,20.801
1860-08-01,Chicago,21.028
1860-09-01,Chicago,16.475
1860-10-01,Chicago,12.014
1860-11-01,Chicago,4.949999999999998
1860-12-01,Chicago,-1.1489999999999996
1861-01-01,Chicago,-1.652
1861-02-01,Chicago,1.497
1861-03-01,Chicago,2.051
1861-04-01,Chicago,7.29
1861-05-01,Chicago,8.878
1861-06-01,Chicago,17.032
1861-07-01,Chicago,19.761
1861-08-01,Chicago,21.571
1861-09-01,Chicago,17.439
1861-10-01,Chicago,12.115
1861-11-01,Chicago,5.723
1861-12-01,Chicago,3.771
1862-01-01,Chicago,-1.737
1862-02-01,Chicago,-2.7230000000000003
1862-03-01,Chicago,2.112
1862-04-01,Chicago,5.432
1862-05-01,Chicago,10.978
1862-06-01,Chicago,15.283
1862-07-01,Chicago,21.431
1862-08-01,Chicago,22.229
1862-09-01,Chicago,18.652
1862-10-01,Chicago,11.961
1862-11-01,Chicago,5.183999999999998
1862-12-01,Chicago,3.479
1863-01-01,Chicago,2.982
1863-02-01,Chicago,0.623
1863-03-01,Chicago,1.531
1863-04-01,Chicago,6.996
1863-05-01,Chicago,12.584
1863-06-01,Chicago,15.934
1863-07-01,Chicago,20.134
1863-08-01,Chicago,21.763
1863-09-01,Chicago,16.601
1863-10-01,Chicago,8.786999999999999
1863-11-01,Chicago,6.432
1863-12-01,Chicago,2.386
1864-01-01,Chicago,-2.074
1864-02-01,Chicago,0.933
1864-03-01,Chicago,1.826
1864-04-01,Chicago,5.3020000000000005
1864-05-01,Chicago,12.296
1864-06-01,Chicago,17.311
1864-07-01,Chicago,22.191
1864-08-01,Chicago,22.48
1864-09-01,Chicago,17.767
1864-10-01,Chicago,9.931
1864-11-01,Chicago,5.774
1864-12-01,Chicago,-1.525
1865-01-01,Chicago,-2.395
1865-02-01,Chicago,1.7180000000000002
1865-03-01,Chicago,3.193
1865-04-01,Chicago,6.745
1865-05-01,Chicago,11.387
1865-06-01,Chicago,18.341
1865-07-01,Chicago,18.786
1865-08-01,Chicago,20.922
1865-09-01,Chicago,22.056
1865-10-01,Chicago,11.208
1865-11-01,Chicago,7.519
1865-12-01,Chicago,-0.395
1866-01-01,Chicago,-1.605
1866-02-01,Chicago,-2.294
1866-03-01,Chicago,0.157
1866-04-01,Chicago,7.907
1866-05-01,Chicago,9.749
1866-06-01,Chicago,16.886
1866-07-01,Chicago,23.015
1866-08-01,Chicago,19.36
1866-09-01,Chicago,15.854
1866-10-01,Chicago,12.584
1866-11-01,Chicago,7.186999999999999
1866-12-01,Chicago,-0.23
1867-01-01,Chicago,-3.979
1867-02-01,Chicago,1.6
1867-03-01,Chicago,-1.1210000000000004
1867-04-01,Chicago,6.3340000000000005
1867-05-01,Chicago,7.329999999999999
1867-06-01,Chicago,18.992
1867-07-01,Chicago,21.169
1867-08-01,Chicago,22.776
1867-09-01,Chicago,18.662
1867-10-01,Chicago,13.03
1867-11-01,Chicago,7.992000000000001
1867-12-01,Chicago,0.391
1868-01-01,Chicago,-4.154
1868-02-01,Chicago,-2.466
1868-03-01,Chicago,5.164
1868-04-01,Chicago,4.351000000000001
1868-05-01,Chicago,10.928999999999998
1868-06-01,Chicago,16.926
1868-07-01,Chicago,25.071
1868-08-01,Chicago,20.985
1868-09-01,Chicago,15.595
1868-10-01,Chicago,9.627
1868-11-01,Chicago,6.260999999999999
1868-12-01,Chicago,-1.761
1869-01-01,Chicago,2.595
1869-02-01,Chicago,1.034
1869-03-01,Chicago,-0.782
1869-04-01,Chicago,5.346
1869-05-01,Chicago,9.934
1869-06-01,Chicago,15.14
1869-07-01,Chicago,20.324
1869-08-01,Chicago,21.956
1869-09-01,Chicago,17.902
1869-10-01,Chicago,7.212999999999999
1869-11-01,Chicago,3.241
1869-12-01,Chicago,0.897
1870-01-01,Chicago,-0.455
1870-02-01,Chicago,-0.568
1870-03-01,Chicago,0.7519999999999998
1870-04-01,Chicago,8.58
1870-05-01,Chicago,14.428999999999998
1870-06-01,Chicago,18.726
1870-07-01,Chicago,22.985
1870-08-01,Chicago,21.897
1870-09-01,Chicago,20.041
1870-10-01,Chicago,12.947
1870-11-01,Chicago,7.166
1870-12-01,Chicago,0.139
1871-01-01,Chicago,0.2330000000000001
1871-02-01,Chicago,0.508
1871-03-01,Chicago,5.164
1871-04-01,Chicago,8.539
1871-05-01,Chicago,12.821
1871-06-01,Chicago,17.422
1871-07-01,Chicago,21.282
1871-08-01,Chicago,22.583
1871-09-01,Chicago,16.634
1871-10-01,Chicago,13.591
1871-11-01,Chicago,3.3710000000000004
1871-12-01,Chicago,-3.265
1872-01-01,Chicago,-1.6669999999999998
1872-02-01,Chicago,-1.5659999999999998
1872-03-01,Chicago,-1.5949999999999998
1872-04-01,Chicago,7.409000000000002
1872-05-01,Chicago,10.837
1872-06-01,Chicago,18.327
1872-07-01,Chicago,22.21
1872-08-01,Chicago,23.235
1872-09-01,Chicago,18.921
1872-10-01,Chicago,11.173
1872-11-01,Chicago,2.281
1872-12-01,Chicago,-4.984
1873-01-01,Chicago,-4.321000000000001
1873-02-01,Chicago,-2.439
1873-03-01,Chicago,1.497
1873-04-01,Chicago,5.059
1873-05-01,Chicago,10.457
1873-06-01,Chicago,19.419
1873-07-01,Chicago,21.119
1873-08-01,Chicago,22.713
1873-09-01,Chicago,17.144000000000002
1873-10-01,Chicago,9.919
1873-11-01,Chicago,2.6889999999999987
1873-12-01,Chicago,2.827
1874-01-01,Chicago,0.4530000000000003
1874-02-01,Chicago,0.596
1874-03-01,Chicago,2.371
1874-04-01,Chicago,2.324
1874-05-01,Chicago,12.714
1874-06-01,Chicago,18.823
1874-07-01,Chicago,22.785
1874-08-01,Chicago,22.456
1874-09-01,Chicago,19.952
1874-10-01,Chicago,12.504
1874-11-01,Chicago,5.698
1874-12-01,Chicago,1.538
1875-01-01,Chicago,-6.6
1875-02-01,Chicago,-8.309
1875-03-01,Chicago,-0.2189999999999998
1875-04-01,Chicago,4.5630000000000015
1875-05-01,Chicago,11.261
1875-06-01,Chicago,16.109
1875-07-01,Chicago,20.765
1875-08-01,Chicago,20.662
1875-09-01,Chicago,16.948999999999998
1875-10-01,Chicago,9.85
1875-11-01,Chicago,4.042999999999998
1875-12-01,Chicago,4.484999999999999
1876-01-01,Chicago,2.8810000000000007
1876-02-01,Chicago,1.599
1876-03-01,Chicago,0.931
1876-04-01,Chicago,6.601
1876-05-01,Chicago,11.996
1876-06-01,Chicago,17.649
1876-07-01,Chicago,22.585
1876-08-01,Chicago,23.52
1876-09-01,Chicago,17.092
1876-10-01,Chicago,10.188
1876-11-01,Chicago,5.837000000000001
1876-12-01,Chicago,-4.638
1877-01-01,Chicago,-3.127
1877-02-01,Chicago,4.635
1877-03-01,Chicago,-0.981
1877-04-01,Chicago,6.865
1877-05-01,Chicago,11.989
1877-06-01,Chicago,16.811
1877-07-01,Chicago,21.96
1877-08-01,Chicago,22.626
1877-09-01,Chicago,19.789
1877-10-01,Chicago,13.513
1877-11-01,Chicago,6.039999999999999
1877-12-01,Chicago,8.025
1878-01-01,Chicago,2.0660000000000003
1878-02-01,Chicago,4.232
1878-03-01,Chicago,8.177999999999999
1878-04-01,Chicago,10.291
1878-05-01,Chicago,10.331
1878-06-01,Chicago,16.230999999999998
1878-07-01,Chicago,23.463
1878-08-01,Chicago,23.473000000000003
1878-09-01,Chicago,19.41
1878-10-01,Chicago,12.099
1878-11-01,Chicago,7.596
1878-12-01,Chicago,-1.5980000000000003
1879-01-01,Chicago,-2.141
1879-02-01,Chicago,-1.3150000000000002
1879-03-01,Chicago,3.984
1879-04-01,Chicago,6.7890000000000015
1879-05-01,Chicago,12.257
1879-06-01,Chicago,16.609
1879-07-01,Chicago,23.307
1879-08-01,Chicago,22.429
1879-09-01,Chicago,16.375
1879-10-01,Chicago,16.209
1879-11-01,Chicago,6.558
1879-12-01,Chicago,0.278
1880-01-01,Chicago,6.436
1880-02-01,Chicago,2.8830000000000005
1880-03-01,Chicago,3.009
1880-04-01,Chicago,7.317
1880-05-01,Chicago,15.162
1880-06-01,Chicago,18.513
1880-07-01,Chicago,21.664
1880-08-01,Chicago,22.785
1880-09-01,Chicago,17.792
1880-10-01,Chicago,11.158
1880-11-01,Chicago,1.2199999999999998
1880-12-01,Chicago,-2.385
1881-01-01,Chicago,-4.714
1881-02-01,Chicago,-2.023
1881-03-01,Chicago,0.9489999999999998
1881-04-01,Chicago,4.2810000000000015
1881-05-01,Chicago,14.939
1881-06-01,Chicago,15.901
1881-07-01,Chicago,22.708
1881-08-01,Chicago,24.157
1881-09-01,Chicago,21.568
1881-10-01,Chicago,13.734000000000002
1881-11-01,Chicago,6.242000000000001
1881-12-01,Chicago,5.306
1882-01-01,Chicago,0.5140000000000002
1882-02-01,Chicago,5.658
1882-03-01,Chicago,4.277
1882-04-01,Chicago,6.3900000000000015
1882-05-01,Chicago,8.625
1882-06-01,Chicago,16.13
1882-07-01,Chicago,19.959
1882-08-01,Chicago,22.312
1882-09-01,Chicago,18.821
1882-10-01,Chicago,14.699000000000002
1882-11-01,Chicago,7.209
1882-12-01,Chicago,-0.0649999999999999
1883-01-01,Chicago,-5.4510000000000005
1883-02-01,Chicago,-2.529
1883-03-01,Chicago,-0.0449999999999999
1883-04-01,Chicago,6.635
1883-05-01,Chicago,9.035
1883-06-01,Chicago,16.3
1883-07-01,Chicago,20.882
1883-08-01,Chicago,20.52
1883-09-01,Chicago,16.397000000000002
1883-10-01,Chicago,11.111
1883-11-01,Chicago,6.895
1883-12-01,Chicago,1.3030000000000002
1884-01-01,Chicago,-4.79
1884-02-01,Chicago,-0.75
1884-03-01,Chicago,1.533
1884-04-01,Chicago,5.946000000000001
1884-05-01,Chicago,11.363
1884-06-01,Chicago,17.632
1884-07-01,Chicago,20.104
1884-08-01,Chicago,20.928
1884-09-01,Chicago,20.932
1884-10-01,Chicago,14.113
1884-11-01,Chicago,5.51
1884-12-01,Chicago,-0.3569999999999997
1885-01-01,Chicago,-5.539
1885-02-01,Chicago,-7.356
1885-03-01,Chicago,-1.795
1885-04-01,Chicago,5.665
1885-05-01,Chicago,10.125
1885-06-01,Chicago,16.122
1885-07-01,Chicago,21.944000000000003
1885-08-01,Chicago,19.489
1885-09-01,Chicago,17.974
1885-10-01,Chicago,10.582
1885-11-01,Chicago,6.941999999999998
1885-12-01,Chicago,1.3630000000000002
1886-01-01,Chicago,-3.46
1886-02-01,Chicago,-0.99
1886-03-01,Chicago,2.202
1886-04-01,Chicago,8.397
1886-05-01,Chicago,11.892
1886-06-01,Chicago,16.735
1886-07-01,Chicago,21.502
1886-08-01,Chicago,22.373
1886-09-01,Chicago,18.606
1886-10-01,Chicago,13.849
1886-11-01,Chicago,4.624
1886-12-01,Chicago,-2.9
1887-01-01,Chicago,-4.492
1887-02-01,Chicago,-0.3989999999999999
1887-03-01,Chicago,0.8330000000000002
1887-04-01,Chicago,7.062
1887-05-01,Chicago,14.64
1887-06-01,Chicago,18.332
1887-07-01,Chicago,23.921
1887-08-01,Chicago,21.477
1887-09-01,Chicago,17.724
